Event Number	Acquisition Date (Local)	Acquisition Time (Local)	Origin Date (Local)	Origin Time (Local)	Origin Time (partial seconds)	Time Zone Offset	Easting ft (Relative Local Tangent Plane True North)	Northing ft (Relative Local Tangent Plane True North)	Depth ft (TVD)	Magnitude	Confidence	Event File
7437	40434	0.23681713	40434	0.23681713	0.666	-05:00	-60.44	4387.1	5771.13	-3.46	2.74	20140914t104101_450500z
7438	40434	0.236956019	40434	0.236956019	0.542	-05:00	-91.64	4398.97	5790.79	-2.73	3.13	20140914t104113_343500z
7439	40434	0.237141204	40434	0.237141204	0.071	-05:00	210.55	4287.1	5686.83	-3.47	3.2	20140914t104129_855000z
7440	40434	0.237708333	40434	0.237708333	0.933	-05:00	73.79	4535.1	5657.9	-3.47	2.42	20140914t104218_724500z
7441	40434	0.237835648	40434	0.237835648	0.566	-05:00	6.88	4412.1	5781.35	-2.75	2.44	20140914t104229_363500z
7442	40434	0.238217593	40434	0.238217593	0.668	-05:00	73.79	4387.1	5822.36	-3.47	2.74	20140914t104302_441750z
7443	40434	0.238217593	40434	0.238217593	0.668	-05:00	73.8	4387.11	5822.74	-2.92	2.61	20140914t104302_235250z
7444	40434	0.239143519	40434	0.239143519	0.35	-05:00	-151.21	4387.12	5791.76	-2.78	2.65	20140914t104422_154000z
7445	40434	0.239606481	40434	0.239606481	0.154	-05:00	-33.53	4412.1	5775.03	-2.87	1.74	20140914t104502_955000z
7446	40434	0.239826389	40434	0.239826389	0.102	-05:00	2781.79	4206.35	5879.46	-2.43	1.28	20140914t104521_000250z
7447	40434	0.240821759	40434	0.240821759	0.671	-05:00	-352.71	4412.11	5679.18	-2.73	1.61	20140914t104647_491250z
7448	40434	0.240891204	40434	0.240891204	0.802	-05:00	189.32	4460.05	5622.3	-3.36	1.58	20140914t104653_575750z
7449	40434	0.2409375	40434	0.2409375	0.458	-05:00	173.79	4510.85	5445.7	-3.19	1.24	20140914t104657_255500z
7450	40434	0.24099537	40434	0.24099537	0.375	-05:00	987.27	4512.09	5858.15	-2.32	1.83	20140914t104702_229000z
7451	40434	0.241319444	40434	0.241319444	0.158	-05:00	73.79	4462.1	5682.92	-3.61	1.19	20140914t104730_957500z
7452	40434	0.2415625	40434	0.2415625	0.808	-05:00	540.07	4637.1	5858.61	-2.69	1.32	20140914t104751_601000z
7453	40434	0.241574074	40434	0.241574074	0.39	-05:00	123.79	4270.29	5760.41	-3.16	1.27	20140914t104752_153250z
7454	40434	0.243263889	40434	0.243263889	0.006	-05:00	481.22	4237.1	5803.97	-3.2	1.87	20140914t105018_798750z
7455	40434	0.248113426	40434	0.248113426	0.906	-05:00	-340.05	4501.47	5765.85	-3.06	1.17	20140914t105717_710750z
7456	40434	0.249305556	40434	0.249305556	0.306	-05:00	270.72	4347.17	5796.26	-3.22	3.27	20140914t105900_083250z
7457	40434	0.249467593	40434	0.249467593	0.597	-05:00	323.8	4262.12	5792.43	-3.3	1.62	20140914t105914_391250z
7458	40434	0.250138889	40434	0.250138889	0.424	-05:00	399.08	4262.12	5679.81	-2.98	3.32	20140914t110012_228500z
7459	40434	0.250706019	40434	0.250706019	0.051	-05:00	-8.67	4356.84	5799.02	-3.29	1.53	20140914t110101_826750z
7460	40434	0.251539352	40434	0.251539352	0.833	-05:00	98.79	4499.78	5552.61	-3.44	2.62	20140914t110213_632000z
7461	40434	0.251678241	40434	0.251678241	0.366	-05:00	-35.36	4412.11	5820.88	-3.15	1.44	20140914t110225_090250z
7462	40434	0.252291667	40434	0.252291667	0.281	-05:00	-201.2	4342.17	5834.73	-3.38	2.26	20140914t110318_077000z
7463	40434	0.253541667	40434	0.253541667	0.84	-05:00	-40.3	4358.95	5804.99	-3.5	2.01	20140914t110506_639250z
7464	40434	0.253645833	40434	0.253645833	0.454	-05:00	328.93	4320.59	5773.76	-3.48	1.37	20140914t110515_237250z
7465	40434	0.253946759	40434	0.253946759	0.95	-05:00	48.79	4523.38	5751.98	-3.26	2.34	20140914t110541_726250z
7466	40434	0.254421296	40434	0.254421296	0.224	-05:00	-36.29	4499.87	5706.89	-3.25	1.35	20140914t110622_998750z
7467	40434	0.255324074	40434	0.255324074	0.305	-05:00	173.79	4549.54	5652.66	-3.33	1.5	20140914t110740_095000z
7468	40434	0.255787037	40434	0.255787037	0.904	-05:00	48.79	4452.72	5791.82	-3.54	1.04	20140914t110820_705000z
7469	40434	0.256655093	40434	0.256655093	0.658	-05:00	32.83	4358.15	5800.2	-3.13	3.75	20140914t110935_280250z
7470	40434	0.25775463	40434	0.25775463	0.002	-05:00	-50.62	4500.05	5674.18	-3.21	2.6	20140914t111110_792750z
7471	40434	0.259085648	40434	0.259085648	0.678	-05:00	-3.28	4367.83	5827.34	-3.09	1.71	20140914t111305_461250z
7472	40434	0.2596875	40434	0.2596875	0.977	-05:00	98.79	4488.44	5758.23	-3.36	1.7	20140914t111357_782000z
7473	40434	0.260509259	40434	0.260509259	0.925	-05:00	412.18	4361.91	5825.87	-3.15	2.08	20140914t111508_754250z
7474	40434	0.260509259	40434	0.260509259	0.931	-05:00	292.94	4387.1	5821.08	-3.22	2.55	20140914t111508_553500z
7475	40434	0.262824074	40434	0.262824074	0.041	-05:00	-276.43	4512.1	5734.23	-3.01	2.45	20140914t111828_829250z
7476	40434	0.26318287	40434	0.26318287	0.188	-05:00	514.47	4350.89	5828.78	-3.19	1.37	20140914t111859_009750z
7477	40434	0.266296296	40434	0.266296296	0.003	-05:00	-79.97	4418.22	5827.73	-3.36	3.23	20140914t112328_797250z
7478	40434	0.267037037	40434	0.267037037	0.744	-05:00	-29.28	4412.1	5770.24	-3.04	3.39	20140914t112432_531000z
7479	40434	0.267060185	40434	0.267060185	0.492	-05:00	-114.51	4363.44	5796.89	-3.39	1.67	20140914t112434_305250z
7480	40434	0.267372685	40434	0.267372685	0.761	-05:00	73.8	4387.11	5798.8	-3.26	3.33	20140914t112501_522750z
7481	40434	0.267962963	40434	0.267962963	0.952	-05:00	-243.77	4447.77	5826.84	-3.17	1.46	20140914t112552_769250z
7482	40434	0.268240741	40434	0.268240741	0.807	-05:00	-32.46	4387.1	5790.27	-3.41	1.71	20140914t112616_607250z
7483	40434	0.371134259	40434	0.371134259	0.811	-05:00	689.65	5026.89	5857.41	-2.96	2.13	20140914t135426_653250z
7484	40434	0.372303241	40434	0.372303241	0.968	-05:00	273.79	4383.81	5822.15	-3.32	0.86	20140914t135607_753250z
7485	40434	0.374606481	40434	0.374606481	0.368	-05:00	306.76	4322.22	5614.19	-3.41	1.1	20140914t135926_165000z
7486	40434	0.374930556	40434	0.374930556	0.545	-05:00	253.1	4287.1	5519.5	-3.31	1.74	20140914t135954_327750z
